,output_HSGS,output_encoding_weight,output_encoding_input,output_phase_encoding,target
87,1.0,0.42578125,0.6171875,0.8427734375,0
88,1.0,0.37890625,0.68359375,0.9501953125,0
89,1.0,0.2509765625,0.7138671875,0.787109375,0
90,1.0,0.2607421875,0.607421875,0.75390625,0
91,1.0,0.2763671875,0.7119140625,1.0,0
92,1.0,0.4365234375,0.806640625,0.955078125,0
93,1.0,0.548828125,0.6337890625,0.998046875,0
94,1.0,0.408203125,0.623046875,0.9912109375,0
95,1.0,0.380859375,0.650390625,0.9755859375,0
96,1.0,0.3671875,0.755859375,0.7509765625,0
97,1.0,0.1806640625,0.6689453125,0.86328125,0
98,1.0,0.46875,0.751953125,0.9375,0
99,1.0,0.4765625,0.798828125,0.7822265625,0
100,1.0,0.458984375,0.7060546875,0.9990234375,1
101,1.0,0.2685546875,0.6884765625,0.8876953125,1
102,1.0,0.53515625,0.7177734375,0.873046875,1
103,1.0,0.4658203125,0.7109375,0.818359375,1
104,1.0,0.3828125,0.591796875,0.8681640625,1
105,1.0,0.48828125,0.6669921875,0.9990234375,1
106,1.0,0.2587890625,0.6572265625,0.9912109375,1
107,1.0,0.154296875,0.583984375,0.7841796875,1
108,1.0,0.447265625,0.63671875,0.79296875,1
109,1.0,0.4697265625,0.697265625,0.8505859375,1
110,1.0,0.2314453125,0.6845703125,0.861328125,1
111,1.0,0.6181640625,0.68359375,0.9189453125,1
112,1.0,0.3212890625,0.4833984375,0.9072265625,1
113,1.0,0.2314453125,0.6962890625,0.849609375,1
114,1.0,0.533203125,0.662109375,0.8828125,1
115,1.0,0.51953125,0.7333984375,0.9931640625,1
116,1.0,0.173828125,0.6533203125,0.8193359375,1
117,1.0,0.4208984375,0.6396484375,0.947265625,1
118,1.0,0.421875,0.78125,0.9921875,1
119,1.0,0.4765625,0.705078125,0.978515625,1
120,1.0,0.333984375,0.705078125,0.9375,1
121,1.0,0.1728515625,0.5478515625,0.98828125,1
122,1.0,0.43359375,0.5625,0.935546875,1
123,1.0,0.2412109375,0.615234375,0.7470703125,1
124,1.0,0.34375,0.677734375,0.9501953125,1
125,1.0,0.46875,0.765625,0.8076171875,1
126,1.0,0.2490234375,0.6748046875,0.8515625,1
127,1.0,0.5439453125,0.68359375,0.9638671875,1
128,1.0,0.263671875,0.59765625,0.947265625,1
129,1.0,0.3916015625,0.7099609375,0.9580078125,1
130,1.0,0.267578125,0.6962890625,0.9345703125,1
131,1.0,0.529296875,0.58984375,0.841796875,1
132,1.0,0.2353515625,0.6904296875,0.908203125,1
133,1.0,0.369140625,0.7021484375,0.9990234375,1
134,1.0,0.44921875,0.7548828125,0.9990234375,1
135,1.0,0.1806640625,0.6630859375,0.80859375,1
136,1.0,0.3291015625,0.6982421875,0.9677734375,1
137,1.0,0.4326171875,0.6689453125,0.955078125,1
138,1.0,0.1689453125,0.6416015625,0.8125,1
139,1.0,0.5146484375,0.806640625,0.7705078125,1
140,1.0,0.4140625,0.68359375,0.9951171875,1
141,1.0,0.283203125,0.6904296875,1.0,1
142,1.0,0.5791015625,0.765625,1.0,1
143,1.0,0.634765625,0.666015625,0.97265625,1
144,1.0,0.27734375,0.70703125,0.7998046875,1
145,1.0,0.35546875,0.759765625,0.7763671875,1
146,1.0,0.33984375,0.6435546875,1.0,1
147,1.0,0.3056640625,0.72265625,0.9248046875,1
148,1.0,0.3349609375,0.7314453125,0.7900390625,1
149,1.0,0.490234375,0.798828125,0.7724609375,1
150,1.0,0.3662109375,0.7099609375,0.8564453125,1
151,1.0,0.384765625,0.77734375,0.9091796875,1
152,1.0,0.3681640625,0.7236328125,0.9365234375,1
153,1.0,0.2373046875,0.6435546875,0.791015625,1
154,1.0,0.4619140625,0.7060546875,0.998046875,1
155,1.0,0.4130859375,0.7109375,0.9775390625,1
156,1.0,0.373046875,0.6630859375,0.837890625,1
157,1.0,0.3349609375,0.666015625,0.9794921875,1
158,1.0,0.484375,0.74609375,0.95703125,1
159,1.0,0.3857421875,0.662109375,0.955078125,1
160,1.0,0.44140625,0.7646484375,0.8701171875,1
161,1.0,0.3740234375,0.65234375,0.8095703125,1
162,1.0,0.1435546875,0.57421875,0.7978515625,1
163,1.0,0.21484375,0.66796875,0.9423828125,1
164,1.0,0.5380859375,0.69921875,0.90234375,1
165,1.0,0.4150390625,0.794921875,0.998046875,1
166,1.0,0.3525390625,0.662109375,0.806640625,1
167,1.0,0.234375,0.6552734375,0.9326171875,1
168,1.0,0.27734375,0.716796875,0.7734375,1
169,1.0,0.4609375,0.650390625,0.90234375,1
170,1.0,0.2998046875,0.7275390625,0.8564453125,1
171,1.0,0.44140625,0.7412109375,0.9052734375,1
172,1.0,0.3720703125,0.619140625,0.783203125,1
173,1.0,0.3408203125,0.685546875,0.9228515625,1
174,1.0,0.3681640625,0.6318359375,0.8251953125,1
175,1.0,0.4384765625,0.720703125,0.9921875,1
176,1.0,0.4482421875,0.802734375,0.998046875,1
177,1.0,0.4736328125,0.7451171875,0.8310546875,1
178,1.0,0.4013671875,0.701171875,0.98046875,1
179,1.0,0.3125,0.70703125,0.900390625,1
180,1.0,0.46484375,0.74609375,0.966796875,1
181,1.0,0.234375,0.6611328125,1.0,1
182,1.0,0.2578125,0.69921875,0.93359375,1
183,1.0,0.359375,0.65234375,1.0,1
184,1.0,0.3740234375,0.6591796875,0.7880859375,1
185,1.0,0.3798828125,0.7060546875,0.9033203125,1
186,1.0,0.3505859375,0.68359375,0.7626953125,1
187,1.0,0.2421875,0.6787109375,0.9033203125,1
188,1.0,0.2509765625,0.6845703125,0.8310546875,1
189,1.0,0.517578125,0.5849609375,0.8671875,1
190,1.0,0.4765625,0.75390625,0.888671875,1
191,1.0,0.400390625,0.6298828125,0.978515625,1
192,1.0,0.265625,0.68359375,0.900390625,1
193,1.0,0.5302734375,0.7421875,0.9326171875,1
194,1.0,0.42578125,0.607421875,0.890625,1
195,1.0,0.181640625,0.640625,0.775390625,1
196,1.0,0.3447265625,0.7080078125,0.9765625,1
197,1.0,0.3349609375,0.59765625,0.916015625,1
198,1.0,0.3603515625,0.6884765625,0.8876953125,1
199,1.0,0.26171875,0.638671875,0.7724609375,1
