,output_HSGS,output_encoding_weight,output_encoding_input,output_phase_encoding,target
524,1.0,0.244140625,0.056640625,0.755859375,1
525,1.0,0.2724609375,0.0224609375,0.8076171875,1
526,1.0,0.2724609375,0.0087890625,0.3330078125,1
527,1.0,0.2431640625,0.1474609375,0.9677734375,1
528,1.0,0.228515625,0.046875,0.8623046875,1
529,1.0,0.2353515625,0.02734375,0.73046875,1
530,1.0,0.244140625,0.107421875,0.953125,1
531,1.0,0.2333984375,0.001953125,0.486328125,1
532,1.0,0.2294921875,0.009765625,0.63671875,1
533,1.0,0.240234375,0.0341796875,0.6640625,1
534,1.0,0.248046875,0.021484375,0.671875,1
535,1.0,0.2626953125,0.046875,0.7392578125,1
536,1.0,0.248046875,0.0068359375,0.5126953125,1
537,1.0,0.244140625,0.04296875,0.7236328125,1
538,1.0,0.23046875,0.1328125,0.931640625,1
539,1.0,0.2431640625,0.046875,0.791015625,1
540,1.0,0.2138671875,0.0126953125,0.7109375,1
541,1.0,0.2626953125,0.0,0.4931640625,1
542,1.0,0.265625,0.0947265625,0.9130859375,1
543,1.0,0.2451171875,0.05859375,0.779296875,1
544,1.0,0.263671875,0.091796875,0.8896484375,1
545,1.0,0.25390625,0.0087890625,0.646484375,1
546,1.0,0.244140625,0.0615234375,0.9287109375,1
547,1.0,0.236328125,0.1279296875,0.994140625,1
548,1.0,0.248046875,0.0029296875,0.681640625,1
549,1.0,0.2119140625,0.0283203125,0.6396484375,1
550,1.0,0.2265625,0.0771484375,0.8310546875,1
551,1.0,0.2294921875,0.0009765625,0.3798828125,1
552,1.0,0.2373046875,0.037109375,0.7744140625,1
553,1.0,0.248046875,0.01953125,0.8291015625,1
554,1.0,0.2255859375,0.0078125,0.38671875,1
555,1.0,0.248046875,0.201171875,0.99609375,1
556,1.0,0.2255859375,0.00390625,0.7216796875,1
557,1.0,0.2509765625,0.052734375,0.7939453125,1
558,1.0,0.244140625,0.1376953125,0.998046875,1
559,1.0,0.2451171875,0.1552734375,0.9931640625,1
560,1.0,0.22265625,0.0009765625,0.4169921875,1
561,1.0,0.2529296875,0.0673828125,0.83203125,1
562,1.0,0.271484375,0.009765625,0.556640625,1
563,1.0,0.2744140625,0.1376953125,0.96875,1
564,1.0,0.255859375,0.0888671875,0.8349609375,1
565,1.0,0.2509765625,0.111328125,0.9013671875,1
566,1.0,0.2392578125,0.1025390625,0.90625,1
567,1.0,0.2685546875,0.03125,0.6591796875,1
568,1.0,0.2734375,0.0615234375,0.9169921875,1
569,1.0,0.2216796875,0.001953125,0.4755859375,1
570,1.0,0.2275390625,0.015625,0.578125,1
571,1.0,0.251953125,0.0263671875,0.7822265625,1
572,1.0,0.240234375,0.0517578125,0.7099609375,1
573,1.0,0.24609375,0.044921875,0.9140625,1
574,1.0,0.25390625,0.0185546875,0.580078125,1
575,1.0,0.2314453125,0.029296875,0.697265625,1
576,1.0,0.2451171875,0.02734375,0.6201171875,1
577,1.0,0.24609375,0.0,0.4365234375,1
578,1.0,0.244140625,0.0185546875,0.650390625,1
579,1.0,0.236328125,0.0703125,0.9775390625,1
580,1.0,0.26171875,0.0322265625,0.6953125,1
581,1.0,0.2578125,0.03125,0.8359375,1
582,1.0,0.2373046875,0.1044921875,0.9599609375,1
583,1.0,0.2275390625,0.0615234375,0.892578125,1
584,1.0,0.25,0.0263671875,0.6923828125,1
585,1.0,0.251953125,0.0048828125,0.556640625,1
586,1.0,0.2421875,0.0361328125,0.923828125,1
587,1.0,0.2490234375,0.107421875,0.9580078125,1
588,1.0,0.234375,0.0009765625,0.396484375,1
589,1.0,0.2431640625,0.0224609375,0.58203125,1
590,1.0,0.248046875,0.1123046875,0.953125,1
591,1.0,0.25,0.0380859375,0.7548828125,1
592,1.0,0.2314453125,0.0126953125,0.3203125,1
593,1.0,0.244140625,0.052734375,0.796875,1
594,1.0,0.248046875,0.1171875,0.9091796875,1
595,1.0,0.2451171875,0.10546875,0.8984375,1
596,1.0,0.2421875,0.083984375,0.958984375,1
597,1.0,0.24609375,0.025390625,0.611328125,1
598,1.0,0.25390625,0.01953125,0.63671875,1
599,1.0,0.2568359375,0.0166015625,0.642578125,1
